보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
대해1안길 01 ,1,,충청북도 영동군 상촌면 대해2길 3-10 ,,36.0933735301,127.90096178,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해2길 01 ,1,,충청북도 영동군 상촌면 대해2길 5-3건너 ,,36.0930454266,127.900971359,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해2길 02 ,1,,충청북도 영동군 상촌면 대해2길 13건너 ,,36.0924901407,127.90147134,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해2길 03 ,1,,충청북도 영동군 상촌면 대해2길 5-13 ,,36.093420652,127.901406463,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해2길 03-L1 ,1,,충청북도 영동군 상촌면 대해2길 21 ,,36.0917932859,127.901143604,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해2길 04 ,1,,충청북도 영동군 상촌면 대해길70-22건너 ,,36.1046536485,127.896999415,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 01 ,1,,충청북도 영동군 상촌면 대해길 70-20 ,,36.1040871428,127.898036857,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 02 ,1,,충청북도 영동군 상촌면 대해길 70-63 ,,36.1013021506,127.89784081,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 03 ,1,,충청북도 영동군 상촌면 대해길 192 ,,36.0930206304,127.900433663,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대학로 15 ,1,,충청북도 영동군 영동읍 대학로  ,,36.1886935642,127.789596117,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 04 ,1,,충청북도 영동군 상촌면 대해길 대해리다목적창고건너 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 05 ,1,,충청북도 영동군 상촌면 대해길 265 건너 ,,36.0871975323,127.901104467,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 06 ,1,,충청북도 영동군 상촌면 대해길 327 ,,36.0820307029,127.903661138,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 07 ,1,,충청북도 영동군 상촌면 대해길 350 앞 ,,36.0801675294,127.902640658,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 08 ,1,,충청북도 영동군 상촌면 대해길 355 석현 경로당앞 ,,36.0796029625,127.902936171,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 09 ,1,,충청북도 영동군 상촌면 대해길 355-10건너 ,,36.0794990601,127.903330202,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 09-L1 ,1,,충청북도 영동군 상촌면 대해길358-12 건너 ,,36.0794356343,127.902179345,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 09-R1 ,1,,충청북도 영동군 상촌면 대해길 358-27 ,,36.0785319168,127.902515388,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구촌5길 01 ,1,,충청북도 영동군 용산면 구룡6길 7 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구촌6길 01 ,1,,충청북도 영동군 용산면 구촌6길 20 ,,36.2613603362,127.831654196,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구촌6길 01-L1 ,1,,충청북도 영동군 용산면 구촌6길 8-9 ,,36.2607229288,127.832083629,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구촌6길 02 ,1,,충청북도 영동군 용산면 구촌6길 33-21 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구촌6길 02-L1 ,1,,충청북도 영동군 심천면 302 ,,36.2218304886,127.681913226,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄1길 01 ,1,,충청북도 영동군 심천면 434-9 ,,36.2373185814,127.692820313,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄1길 02 ,1,,충청북도 영동군 심천면 424-1 ,,36.2193965429,127.711755758,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 01 ,1,,충청북도 영동군 심천면 430-3 ,,36.2285238424,127.720162806,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 01-R1 ,1,,충청북도 영동군 심천면 429 ,,36.2360320234,127.716631963,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 01-R2 ,1,,충청북도 영동군 심천면 430-6 ,,36.2359875696,127.694214634,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 01-R3 ,1,,충청북도 영동군 심천면 428-1 ,,36.2184500404,127.712103069,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 02 ,1,,충청북도 영동군 심천면 440-4 ,,36.2027419097,127.716724227,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 03 ,1,,충청북도 영동군 심천면 434-7 ,,36.2374197401,127.692781159,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 04 ,1,,충청북도 영동군 심천면 435 ,,36.2373244471,127.71811214,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구탄길 05 ,1,,충청북도 영동군 심천면 국악로 27 ,,36.2117117053,127.705596579,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로 01 ,1,,충청북도 영동군 심천면 국악로 27-1 ,,36.2118571191,127.705388819,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로 01-L1 ,1,,충청북도 영동군 심천면 국악로 33 ,,36.2122801724,127.705779611,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로 02 ,1,,충청북도 영동군 심천면 국악로 1길 4-8 ,,36.2109378319,127.705402808,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로1길 01 ,1,,충청북도 영동군 심천면 국악로 1길 6 ,,36.2108467611,127.704952728,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로1길 02 ,1,,충청북도 영동군 심천면 국악로 1길 10-19 ,,36.2114286891,127.704686609,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로1길 02-R1 ,1,,충청북도 영동군 심천면 국악로1길10-14 ,,36.2112837481,127.704814307,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로1길 02-R2 ,1,,충청북도 영동군 심천면 국악로 1길 10 ,,36.2108892921,127.704463814,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국악로1길 03 ,1,,충청북도 영동군 양강면 국촌1길 8 ,,36.145134366,127.753164036,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국촌1길 01 ,1,,충청북도 영동군 양강면 국촌길  ,,36.1456257565,127.752982067,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국촌1길 01-R1 ,1,,충청북도 영동군 양강면 국촌길 23 ,,36.1457324671,127.75263642,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국촌1길 02 ,1,,충청북도 영동군 양강면 국촌길 27 ,,36.1459996496,127.752567861,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국촌1길 03 ,1,,충청북도 영동군 양강면 국촌길 42 앞 ,,36.1464542085,127.751936641,한전주,043-740-3503,충청북도 영동군청,2016-09-23
국촌1길 03-L1 ,1,,충청북도 영동군 학산면  굴우길 8-7 ,,36.0841216162,127.680584305,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 01 ,1,,충청북도 영동군 학산면  굴우길 8-5 ,,36.0842523916,127.680407792,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 02 ,1,,충청북도 영동군 학산면  굴우길 5 ,,36.0845301749,127.680370216,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 02-L1 ,1,,충청북도 영동군 학산면  굴우길 1-6 ,,36.0849543612,127.68057816,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 02-L2 ,1,,충청북도 영동군 학산면  굴우길 13 ,,36.0848992577,127.680759767,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 03 ,1,,충청북도 영동군 학산면  굴우길 19-6 ,,36.0854739038,127.681133331,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 04 ,1,,충청북도 영동군 학산면굴우길19-2 ,,36.0853255083,127.681238637,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 04-L1 ,1,,충청북도 영동군 학산면  굴우길 19-13 ,,36.0852317411,127.680611638,한전주,043-740-3503,충청북도 영동군청,2016-09-23
굴우길 05 ,1,,충청북도 영동군 상촌면 궁촌1길 18-31 ,,36.1050771457,127.921000475,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌1길 01 ,1,,충청북도 영동군 상촌면 궁촌1길 32 ,,36.1030528879,127.922198392,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌1길 02 ,1,,충청북도 영동군 상촌면 궁촌1길 평구교앞 ,,36.1128921237,127.958235734,한전주,043-740-3503,충청북도 영동군청,2016-09-23
구촌3길 02 ,1,,충청북도 영동군 용산면 구촌5길 2-10 ,,36.2603012623,127.83155395,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌1길 02-L1 ,1,,충청북도 영동군 상촌면 궁촌1길 32 ,,36.1030528879,127.922198392,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌1길 03 ,1,,충청북도 영동군 상촌면 궁촌1길 36 건너 ,,36.1027795484,127.92258609,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌1길 04 ,1,,충청북도 영동군 상촌면 궁촌2길 11 건너 ,,36.105418763,127.924384915,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 01 ,1,,충청북도 영동군 상촌면 궁촌2길 궁촌2안길입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 02 ,1,,충청북도 영동군 상촌면 궁촌 2 길 ,,36.1109984428,127.941566975,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 03 ,1,,충청북도 영동군 상촌면 궁촌 2 길 ,,36.1109984428,127.941566975,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 04 ,1,,충청북도 영동군 상촌면 궁촌2길 361-4 건너 ,,36.1116288063,127.955737054,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 05 ,1,,충청북도 영동군 상촌면 궁촌2길 365-9 ,,36.1116582682,127.956110578,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 06 ,1,,충청북도 영동군 상촌면 궁촌2길 365-9 위 동산 ,,36.1116582682,127.956110578,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2길 07 ,1,,충청북도 영동군 상촌면 궁촌2안길 47 ,,36.1138277591,127.943906451,한전주,043-740-3503,충청북도 영동군청,2016-09-23
궁촌2안길 01 ,1,,충청북도 영동군 상촌면 궁촌리 궁촌2안길 24  ,,36.1117648259,127.942664528,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 09-R2 ,1,,충청북도 영동군 상촌면 대해길358-48 ,,36.0778250556,127.901601434,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 09-R3 ,1,,충청북도 영동군 상촌면 대해리 대해길 358 - 19  ,,36.0788494753,127.902470171,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 09-R3  ,1,,충청북도 영동군 상촌면 대해길 359 ,,36.0792372078,127.903158462,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 10 ,1,,충청북도 영동군 상촌면 대해길364-1 ,,36.078843764,127.902749865,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 11 ,1,,충청북도 영동군 상촌면 대해길369건너 ,,36.0783192471,127.902992543,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 12 ,1,,충청북도 영동군 상촌면 대해리424번지 ,,36.0819397996,127.90328707,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 13 ,1,,충청북도 영동군 상촌면 대해리424 ,,36.0819397996,127.90328707,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 14 ,1,,충청북도 영동군 상촌면 대해리183 ,,36.0737834127,127.903611178,한전주,043-740-3503,충청북도 영동군청,2016-09-23
대해길 15 ,1,,충청북도 영동군 추풍령면 덕곡1길 111 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡1길 01 ,1,,충청북도 영동군 추풍령면 추풍령면 계룡리874-10 ,,36.2137742456,127.947182874,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡1길 01-L1 ,1,,충청북도 영동군 추풍령면 계룡리 덕골1길 78-4 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡1길 01-R1 ,1,,충청북도 영동군 추풍령면 덕곡1길 9 ,,36.2140387333,127.94701258,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡1길 02 ,1,,충청북도 영동군 추풍령면 덕곡2길 03 ,,36.2132375379,127.950770547,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡2길 01 ,1,,충청북도 영동군 추풍령면 덕곡2길 5 ,,36.213408318,127.95105285,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡2길 02 ,1,,충청북도 영동군 추풍령면 덕곡2길 9 ,,36.2137600554,127.951243933,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡2길 03 ,1,,충청북도 영동군 추풍령면 덕곡2길 11 ,,36.2140089648,127.951220256,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕곡2길 04 ,1,,충청북도 영동군 용산면 덕진1길 8-1 ,,36.2770314719,127.842228837,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진1길 01 ,1,,충청북도 영동군 용산면 덕진1길13 ,,36.2771728259,127.841607094,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진1길 01-R1 ,1,,충청북도 영동군 용산면 덕진1길 13 ,,36.2771728259,127.841607094,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진1길 02 ,1,,충청북도 영동군 용산면 백자전리 덕진1길 24 - 3  ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진1길 02-L1  ,1,,충청북도 영동군 용산면 덕진1길 16 ,,36.2774536227,127.841659079,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진1길 03 ,1,,충청북도 영동군 용산면 덕진1길 22-1 ,,36.2774885954,127.840786887,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진1길 04 ,1,,충청북도 영동군 용산면 덕진길 156-196 입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 01 ,1,,충청북도 영동군 용산면 덕진길 ,,36.2710136234,127.843490749,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 02 ,1,,충청북도 영동군 용산면 덕진길 156-196 입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 03 ,1,,충청북도 영동군 용산면 덕진길 156 ,,36.2761747257,127.842575777,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 04 ,1,,충청북도 영동군 용산면 덕진길 170 ,,36.2768858539,127.841408133,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 05 ,1,,충청북도 영동군 용산면 덕진길 170 ,,36.2768858539,127.841408133,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 06 ,1,,충청북도 영동군 용산면 용산면 덕진리 176 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
덕진길 07 ,1,,충청북도 영동군 양강면 만계리 외만길 675 - 5 유수지 입구  ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도누실골 01  ,1,,충청북도 영동군 학산면  학산면 도덕리839번지 ,,36.0791549826,127.722928124,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕2길04-R1 ,1,,충청북도 영동군 학산면  도덕리 1길 2ND ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 01 ,1,,충청북도 영동군 학산면 도덕리1길51 ,,36.0728197737,127.740311834,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 02-L2 ,1,,충청북도 영동군 학산면 도덕리 도덕리1길 43 ,,36.0726925978,127.739307125,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 02-R1  ,1,,충청북도 영동군 학산면  도덕리1길51 ,,36.0728197737,127.740311834,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 03 ,1,,충청북도 영동군 학산면  도덕리 1길 55-1 ,,36.07283992,127.740551801,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 04 ,1,,충청북도 영동군 학산면  도덕리 1길 63-7 ,,36.0730529296,127.741082201,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 05 ,1,,충청북도 영동군 학산면  도덕리1길 63-7 ,,36.0730529296,127.741082201,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 05-L1 ,1,,충청북도 영동군 학산면  도덕리1길 63-1 ,,36.0727923833,127.74124405,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 06 ,1,,충청북도 영동군 학산면  도덕리1길 63-1 ,,36.0727923833,127.74124405,한전주,043-740-3503,충청북도 영동군청,2016-09-23
도덕리1길 07 ,1,,충청북도 영동군 학산면  도덕리1길 81 ,,36.0739879601,127.742605154,한전주,043-740-3503,충청북도 영동군청,2016-09-23
